Id,Country,Sampling date,Penicillin resistance,Macrolide resistance,Type
Pnc_887,South Africa,2017-10-31,Resistant,Sensitive,B
Pnc_888,South Africa,2006-09-06,Sensitive,Sensitive,A
Pnc_889,South Africa,2017-04-12,Sensitive,Sensitive,A
Pnc_890,USA,2003-10-15,Sensitive,Resistant,A
Pnc_891,USA,2006-09-12,Sensitive,Resistant,B
Pnc_892,USA,2000-04-07,Sensitive,Resistant,B
Pnc_893,USA,2016-10-07,Sensitive,Resistant,B
Pnc_894,South Africa,2004-02-03,Sensitive,Sensitive,A
Pnc_895,South Africa,2012-03-05,Resistant,Sensitive,A
Pnc_896,South Africa,2007-08-11,Sensitive,Sensitive,A
Pnc_897,South Africa,2002-04-04,Resistant,Sensitive,B
Pnc_898,USA,2008-02-02,Sensitive,Sensitive,B
Pnc_899,USA,2018-01-19,Sensitive,Resistant,B
Pnc_900,South Africa,2002-02-05,Resistant,Sensitive,B
Pnc_901,USA,2015-12-26,Sensitive,Resistant,B
Pnc_902,South Africa,2004-09-15,Resistant,Sensitive,B
Pnc_903,USA,2019-06-08,Sensitive,Resistant,A
Pnc_904,USA,2012-08-27,Sensitive,Sensitive,B
Pnc_905,USA,2007-07-23,Sensitive,Sensitive,A
Pnc_906,South Africa,2006-05-26,Sensitive,Resistant,A
Pnc_907,South Africa,2014-02-20,Sensitive,Sensitive,A
Pnc_908,USA,2002-07-27,Sensitive,Sensitive,B
Pnc_909,USA,2002-01-08,Sensitive,Sensitive,A
Pnc_910,South Africa,2015-02-26,Resistant,Sensitive,A
Pnc_911,USA,2012-01-03,Sensitive,Sensitive,B
Pnc_912,South Africa,2020-10-11,Sensitive,Sensitive,A
Pnc_913,USA,2020-12-24,Sensitive,Resistant,B
Pnc_914,USA,2019-09-06,Sensitive,Sensitive,B
Pnc_915,USA,2019-09-20,Sensitive,Sensitive,B
Pnc_916,South Africa,2020-02-15,Resistant,Sensitive,B
Pnc_917,USA,2001-10-10,Sensitive,Sensitive,A
Pnc_918,South Africa,2002-06-13,Sensitive,Sensitive,B
Pnc_919,South Africa,2018-12-25,Sensitive,Sensitive,A
Pnc_920,USA,2003-02-10,Sensitive,Sensitive,B
Pnc_921,USA,2013-03-19,Sensitive,Resistant,B
Pnc_922,USA,2002-05-26,Sensitive,Sensitive,B
Pnc_923,South Africa,2010-08-24,Resistant,Sensitive,A
Pnc_924,South Africa,2017-04-29,Resistant,Sensitive,B
Pnc_925,South Africa,2009-12-13,Resistant,Sensitive,A
Pnc_926,USA,2018-04-06,Sensitive,Sensitive,B
Pnc_927,USA,2016-06-22,Sensitive,Sensitive,B
Pnc_928,USA,2020-02-21,Sensitive,Resistant,B
Pnc_929,USA,2000-11-08,Sensitive,Sensitive,A
Pnc_930,South Africa,2014-01-01,Sensitive,Sensitive,B
Pnc_931,USA,2007-11-08,Resistant,Sensitive,B
Pnc_932,South Africa,2000-10-20,Resistant,Sensitive,B
Pnc_933,South Africa,2001-12-01,Sensitive,Sensitive,A
Pnc_934,South Africa,2004-12-06,Sensitive,Sensitive,A
Pnc_935,USA,2011-04-04,Sensitive,Resistant,B
Pnc_936,South Africa,2002-12-30,Sensitive,Sensitive,A
Pnc_937,USA,2007-08-10,Resistant,Resistant,A
Pnc_938,South Africa,2007-07-27,Sensitive,Sensitive,B
Pnc_939,South Africa,2008-09-09,Sensitive,Sensitive,A
Pnc_940,South Africa,2011-02-26,Sensitive,Sensitive,B
Pnc_941,USA,2003-01-03,Sensitive,Sensitive,B
Pnc_942,South Africa,2009-01-29,Resistant,Sensitive,A
Pnc_943,South Africa,2012-10-14,Sensitive,Sensitive,A
Pnc_944,USA,2008-08-02,Sensitive,Resistant,B
Pnc_945,South Africa,2011-03-21,Resistant,Sensitive,A
Pnc_946,South Africa,2010-12-09,Sensitive,Sensitive,B
Pnc_947,South Africa,2020-11-23,Resistant,Sensitive,A
Pnc_948,USA,2005-12-12,Sensitive,Sensitive,B
Pnc_949,South Africa,2009-01-03,Sensitive,Sensitive,B
Pnc_950,South Africa,2010-03-18,Resistant,Sensitive,A
Pnc_951,South Africa,2002-05-03,Sensitive,Resistant,B
Pnc_952,USA,2002-04-21,Sensitive,Sensitive,B
Pnc_953,USA,2013-06-01,Sensitive,Resistant,B
Pnc_954,USA,2015-10-29,Sensitive,Sensitive,B
Pnc_955,USA,2006-10-10,Sensitive,Resistant,A
Pnc_956,South Africa,2004-01-16,Resistant,Sensitive,A
Pnc_957,USA,2015-01-15,Sensitive,Sensitive,B
Pnc_958,South Africa,2000-03-16,Sensitive,Resistant,A
Pnc_959,South Africa,2013-07-08,Resistant,Sensitive,B
Pnc_960,USA,2011-03-27,Sensitive,Sensitive,B
Pnc_961,South Africa,2000-06-24,Sensitive,Resistant,B
Pnc_962,USA,2000-10-19,Sensitive,Resistant,A
Pnc_963,South Africa,2014-12-27,Resistant,Sensitive,B
Pnc_964,USA,2020-04-25,Sensitive,Resistant,A
Pnc_965,USA,2015-09-12,Resistant,Resistant,B
Pnc_966,South Africa,2016-03-16,Resistant,Sensitive,A
Pnc_967,USA,2001-01-14,Sensitive,Sensitive,A
Pnc_968,USA,2010-04-28,Sensitive,Resistant,B
Pnc_969,USA,2003-01-04,Sensitive,Sensitive,B
Pnc_970,South Africa,2002-08-19,Resistant,Sensitive,A
Pnc_971,South Africa,2002-04-10,Sensitive,Sensitive,A
Pnc_972,South Africa,2005-09-11,Sensitive,Sensitive,B
Pnc_973,USA,2001-09-04,Sensitive,Sensitive,B
Pnc_974,South Africa,2010-04-04,Sensitive,Sensitive,A
Pnc_975,USA,2006-08-26,Sensitive,Sensitive,B
Pnc_976,USA,2002-07-12,Sensitive,Sensitive,A
Pnc_977,South Africa,2007-10-22,Resistant,Resistant,B
Pnc_978,South Africa,2012-12-16,Resistant,Sensitive,A
Pnc_979,USA,2006-06-12,Sensitive,Sensitive,B
Pnc_980,USA,2014-01-02,Sensitive,Sensitive,B
Pnc_981,South Africa,2005-08-09,Resistant,Sensitive,A
Pnc_982,South Africa,2007-04-12,Resistant,Sensitive,A
Pnc_983,South Africa,2010-09-03,Resistant,Resistant,B
Pnc_984,South Africa,2019-10-26,Sensitive,Sensitive,A
Pnc_985,South Africa,2018-01-08,Sensitive,Sensitive,A
Pnc_986,South Africa,2005-01-26,Sensitive,Sensitive,A
Pnc_987,South Africa,2000-09-15,Resistant,Sensitive,A
Pnc_988,USA,2010-06-27,Resistant,Resistant,B
Pnc_989,South Africa,2014-01-11,Resistant,Sensitive,B
Pnc_990,USA,2002-01-14,Sensitive,Sensitive,B
Pnc_991,South Africa,2007-05-29,Resistant,Sensitive,A
Pnc_992,USA,2007-01-17,Resistant,Resistant,B
Pnc_993,USA,2018-07-28,Sensitive,Sensitive,B
Pnc_994,South Africa,2008-05-01,Resistant,Sensitive,A
Pnc_995,USA,2013-10-13,Resistant,Sensitive,B
Pnc_996,USA,2001-06-02,Sensitive,Sensitive,A
Pnc_997,USA,2014-08-28,Sensitive,Resistant,B
Pnc_998,South Africa,2007-05-10,Resistant,Sensitive,A
Pnc_999,South Africa,2007-07-31,Sensitive,Sensitive,B
Pnc_1000,USA,2009-09-04,Sensitive,Resistant,B
Pnc_1001,USA,2003-03-05,Sensitive,Resistant,A
Pnc_1002,South Africa,2015-07-19,Resistant,Sensitive,A
Pnc_1003,USA,2011-11-26,Sensitive,Sensitive,A
Pnc_1004,USA,2004-06-14,Resistant,Resistant,A
Pnc_1005,USA,2015-03-28,Resistant,Resistant,B
Pnc_1006,USA,2008-09-24,Sensitive,Sensitive,A
Pnc_1007,USA,2017-02-05,Sensitive,Sensitive,A
Pnc_1008,South Africa,2005-09-14,Resistant,Sensitive,A
Pnc_1009,USA,2000-09-13,Resistant,Resistant,B
Pnc_1010,USA,2018-08-11,Sensitive,Sensitive,B
Pnc_1011,South Africa,2014-08-07,Sensitive,Sensitive,A
Pnc_1012,USA,2013-05-25,Sensitive,Resistant,B
Pnc_1013,South Africa,2011-01-19,Resistant,Sensitive,B
Pnc_1014,South Africa,2020-06-19,Sensitive,Sensitive,B
Pnc_1015,South Africa,2007-12-12,Resistant,Resistant,B
Pnc_1016,South Africa,2020-09-22,Resistant,Sensitive,B
Pnc_1017,USA,2019-04-11,Sensitive,Resistant,A
Pnc_1018,USA,2016-12-24,Sensitive,Sensitive,B
Pnc_1019,USA,2010-11-13,Sensitive,Sensitive,B
Pnc_1020,USA,2004-11-10,Sensitive,Resistant,A
Pnc_1021,USA,2020-07-03,Sensitive,Resistant,B
Pnc_1022,USA,2014-10-27,Sensitive,Sensitive,B
Pnc_1023,South Africa,2002-10-17,Sensitive,Sensitive,B
Pnc_1024,USA,2008-07-29,Sensitive,Sensitive,A
Pnc_1025,South Africa,2010-08-20,Sensitive,Sensitive,A
Pnc_1026,South Africa,2003-03-13,Resistant,Resistant,A
Pnc_1027,South Africa,2012-12-22,Resistant,Sensitive,A
Pnc_1028,South Africa,2009-06-09,Sensitive,Sensitive,B
Pnc_1029,USA,2016-03-30,Sensitive,Resistant,B
Pnc_1030,USA,2014-01-29,Sensitive,Resistant,B
Pnc_1031,USA,2017-03-22,Sensitive,Sensitive,B
Pnc_1032,USA,2003-08-25,Sensitive,Sensitive,B
Pnc_1033,South Africa,2017-04-22,Resistant,Sensitive,B
Pnc_1034,USA,2007-05-08,Sensitive,Resistant,B
Pnc_1035,South Africa,2005-07-27,Resistant,Sensitive,B
Pnc_1036,South Africa,2006-03-20,Resistant,Resistant,A
Pnc_1037,USA,2015-09-20,Sensitive,Sensitive,B
Pnc_1038,South Africa,2006-06-05,Sensitive,Sensitive,B
Pnc_1039,South Africa,2009-03-22,Sensitive,Sensitive,B
Pnc_1040,USA,2013-12-12,Sensitive,Sensitive,B
Pnc_1041,USA,2011-09-06,Sensitive,Sensitive,A
Pnc_1042,USA,2020-07-27,Sensitive,Resistant,A
Pnc_1043,USA,2002-03-20,Sensitive,Sensitive,A
Pnc_1044,South Africa,2005-05-22,Resistant,Sensitive,B
Pnc_1045,South Africa,2003-05-13,Sensitive,Sensitive,A
Pnc_1046,USA,2017-03-16,Sensitive,Sensitive,B
Pnc_1047,USA,2020-09-05,Sensitive,Resistant,B
Pnc_1048,South Africa,2015-10-08,Resistant,Sensitive,A
Pnc_1049,USA,2017-05-09,Sensitive,Sensitive,B
Pnc_1050,South Africa,2012-07-26,Sensitive,Sensitive,A
Pnc_1051,South Africa,2009-12-15,Sensitive,Sensitive,B
Pnc_1052,USA,2007-10-19,Sensitive,Resistant,A
Pnc_1053,USA,2003-03-27,Sensitive,Sensitive,A
Pnc_1054,South Africa,2012-05-25,Resistant,Sensitive,B
Pnc_1055,USA,2001-01-05,Sensitive,Resistant,A
Pnc_1056,USA,2005-11-20,Sensitive,Sensitive,A
Pnc_1057,South Africa,2020-05-11,Resistant,Sensitive,B
Pnc_1058,South Africa,2008-03-13,Sensitive,Sensitive,B
Pnc_1059,South Africa,2008-04-23,Sensitive,Sensitive,B
Pnc_1060,USA,2008-02-09,Sensitive,Sensitive,B
Pnc_1061,South Africa,2005-01-09,Sensitive,Sensitive,B
Pnc_1062,USA,2007-10-11,Sensitive,Resistant,B
Pnc_1063,USA,2020-02-08,Sensitive,Sensitive,B
Pnc_1064,South Africa,2005-05-19,Sensitive,Sensitive,B
Pnc_1065,USA,2003-05-25,Sensitive,Resistant,A
Pnc_1066,USA,2012-07-04,Sensitive,Resistant,B
Pnc_1067,South Africa,2016-03-27,Resistant,Resistant,A
Pnc_1068,South Africa,2015-06-18,Sensitive,Sensitive,A
Pnc_1069,South Africa,2015-08-31,Resistant,Sensitive,A
Pnc_1070,South Africa,2012-04-06,Sensitive,Sensitive,A
Pnc_1071,South Africa,2014-10-10,Sensitive,Sensitive,A
Pnc_1072,South Africa,2003-06-18,Sensitive,Resistant,B
Pnc_1073,South Africa,2012-01-04,Sensitive,Sensitive,A
Pnc_1074,USA,2010-07-05,Sensitive,Resistant,B
Pnc_1075,South Africa,2012-10-05,Resistant,Sensitive,B
Pnc_1076,South Africa,2012-06-30,Resistant,Resistant,A
Pnc_1077,USA,2019-08-27,Sensitive,Resistant,B
Pnc_1078,South Africa,2008-07-27,Resistant,Sensitive,B
Pnc_1079,USA,2011-08-07,Sensitive,Resistant,B
Pnc_1080,USA,2001-08-08,Sensitive,Sensitive,A
Pnc_1081,USA,2016-02-07,Sensitive,Sensitive,B
Pnc_1082,USA,2011-07-23,Sensitive,Resistant,A
Pnc_1083,South Africa,2007-04-07,Sensitive,Sensitive,A
Pnc_1084,South Africa,2015-11-23,Resistant,Sensitive,B
Pnc_1085,USA,2006-02-12,Sensitive,Sensitive,A
Pnc_1086,South Africa,2006-11-14,Sensitive,Sensitive,B
Pnc_1087,USA,2016-04-29,Sensitive,Resistant,B
Pnc_1088,South Africa,2000-06-08,Sensitive,Sensitive,B
Pnc_1089,USA,2000-12-12,Sensitive,Resistant,A
Pnc_1090,USA,2015-01-06,Sensitive,Resistant,A
Pnc_1091,USA,2010-04-20,Sensitive,Resistant,B
Pnc_1092,USA,2003-02-24,Sensitive,Resistant,B
Pnc_1093,USA,2014-01-14,Sensitive,Resistant,B
Pnc_1094,South Africa,2015-04-01,Sensitive,Sensitive,A
Pnc_1095,USA,2020-05-12,Sensitive,Sensitive,B
Pnc_1096,USA,2005-08-22,Sensitive,Sensitive,A
Pnc_1097,South Africa,2007-10-14,Resistant,Sensitive,B
Pnc_1098,USA,2007-04-18,Sensitive,Sensitive,A
Pnc_1099,South Africa,2015-05-23,Resistant,Sensitive,A
Pnc_1100,USA,2004-05-11,Resistant,Resistant,B
Pnc_1101,South Africa,2003-10-16,Resistant,Resistant,A
Pnc_1102,USA,2011-07-04,Sensitive,Sensitive,B
Pnc_1103,South Africa,2009-12-07,Resistant,Sensitive,A
Pnc_1104,South Africa,2005-09-28,Sensitive,Sensitive,B
Pnc_1105,USA,2013-10-18,Sensitive,Sensitive,B
Pnc_1106,USA,2009-07-20,Sensitive,Resistant,B
Pnc_1107,South Africa,2004-09-12,Sensitive,Sensitive,A
Pnc_1108,USA,2000-02-06,Sensitive,Resistant,B
Pnc_1109,USA,2013-12-11,Sensitive,Sensitive,B
Pnc_1110,USA,2019-08-07,Sensitive,Resistant,A
Pnc_1111,South Africa,2009-04-17,Sensitive,Sensitive,A
Pnc_1112,South Africa,2008-08-16,Resistant,Sensitive,A
Pnc_1113,South Africa,2019-01-19,Sensitive,Sensitive,A
Pnc_1114,South Africa,2010-12-02,Sensitive,Resistant,A
Pnc_1115,South Africa,2009-08-29,Sensitive,Sensitive,B
Pnc_1116,USA,2009-01-04,Sensitive,Resistant,B
Pnc_1117,South Africa,2011-10-24,Sensitive,Resistant,A
Pnc_1118,USA,2011-07-27,Sensitive,Resistant,B
Pnc_1119,South Africa,2005-04-25,Resistant,Sensitive,B
Pnc_1120,USA,2020-03-03,Sensitive,Resistant,B
Pnc_1121,South Africa,2010-03-08,Sensitive,Sensitive,A
Pnc_1122,USA,2004-06-07,Sensitive,Sensitive,A
Pnc_1123,South Africa,2000-11-14,Sensitive,Sensitive,B
Pnc_1124,South Africa,2002-11-21,Sensitive,Sensitive,B
Pnc_1125,USA,2003-01-16,Sensitive,Sensitive,A
Pnc_1126,USA,2004-10-09,Sensitive,Sensitive,B
Pnc_1127,USA,2017-10-10,Sensitive,Sensitive,A
Pnc_1128,South Africa,2017-10-24,Resistant,Sensitive,B
Pnc_1129,South Africa,2000-07-20,Resistant,Sensitive,B
Pnc_1130,South Africa,2003-10-13,Sensitive,Sensitive,A
Pnc_1131,South Africa,2000-07-30,Sensitive,Sensitive,A
Pnc_1132,USA,2018-02-11,Sensitive,Sensitive,A
Pnc_1133,South Africa,2008-12-14,Resistant,Sensitive,B
Pnc_1134,USA,2006-01-06,Sensitive,Resistant,B
Pnc_1135,USA,2016-12-26,Sensitive,Resistant,B
Pnc_1136,South Africa,2003-02-21,Sensitive,Sensitive,B
Pnc_1137,USA,2012-04-04,Sensitive,Resistant,B
Pnc_1138,South Africa,2018-07-07,Resistant,Sensitive,B
Pnc_1139,South Africa,2019-09-08,Sensitive,Sensitive,A
Pnc_1140,USA,2004-11-11,Sensitive,Resistant,A
Pnc_1141,South Africa,2000-01-26,Resistant,Sensitive,B
Pnc_1142,South Africa,2004-10-26,Sensitive,Sensitive,A
Pnc_1143,USA,2009-02-15,Sensitive,Sensitive,A
Pnc_1144,USA,2017-08-29,Sensitive,Resistant,B
Pnc_1145,USA,2006-01-20,Sensitive,Resistant,A
Pnc_1146,South Africa,2020-11-01,Sensitive,Sensitive,B
Pnc_1147,USA,2005-12-11,Sensitive,Sensitive,B
Pnc_1148,South Africa,2015-12-29,Sensitive,Resistant,B
Pnc_1149,USA,2008-01-06,Sensitive,Resistant,A
Pnc_1150,USA,2000-08-16,Resistant,Resistant,A
Pnc_1151,USA,2011-10-30,Sensitive,Sensitive,B
Pnc_1152,USA,2005-08-29,Sensitive,Sensitive,A
Pnc_1153,South Africa,2020-12-19,Resistant,Sensitive,A
Pnc_1154,USA,2001-03-17,Sensitive,Sensitive,A
Pnc_1155,USA,2020-02-04,Sensitive,Sensitive,A
Pnc_1156,South Africa,2008-02-04,Resistant,Sensitive,A
Pnc_1157,USA,2012-04-30,Sensitive,Resistant,B
Pnc_1158,USA,2011-02-24,Sensitive,Sensitive,B
Pnc_1159,South Africa,2013-12-26,Resistant,Sensitive,A
Pnc_1160,USA,2010-09-11,Sensitive,Resistant,B
Pnc_1161,South Africa,2001-02-23,Sensitive,Resistant,A
Pnc_1162,South Africa,2019-05-16,Sensitive,Sensitive,B
Pnc_1163,South Africa,2000-06-22,Resistant,Resistant,A
Pnc_1164,South Africa,2020-02-20,Sensitive,Resistant,A
Pnc_1165,USA,2014-06-25,Sensitive,Resistant,B
Pnc_1166,South Africa,2004-10-14,Sensitive,Sensitive,A
Pnc_1167,South Africa,2000-08-24,Sensitive,Sensitive,A
Pnc_1168,South Africa,2015-07-03,Resistant,Sensitive,A
Pnc_1169,South Africa,2002-05-05,Resistant,Sensitive,A
Pnc_1170,South Africa,2003-05-05,Sensitive,Sensitive,A
Pnc_1171,USA,2001-11-11,Sensitive,Sensitive,A
Pnc_1172,USA,2011-05-22,Sensitive,Resistant,B
Pnc_1173,USA,2008-12-28,Sensitive,Resistant,A
Pnc_1174,South Africa,2016-12-15,Sensitive,Sensitive,B
Pnc_1175,South Africa,2019-05-23,Sensitive,Sensitive,A
Pnc_1176,South Africa,2006-04-15,Sensitive,Sensitive,B
Pnc_1177,South Africa,2018-07-25,Resistant,Sensitive,B
Pnc_1178,South Africa,2008-01-02,Resistant,Resistant,B
Pnc_1179,USA,2013-08-10,Sensitive,Sensitive,B
Pnc_1180,South Africa,2005-09-01,Resistant,Sensitive,A
Pnc_1181,South Africa,2002-01-18,Sensitive,Sensitive,B
Pnc_1182,USA,2003-08-04,Resistant,Resistant,B
Pnc_1183,South Africa,2012-01-25,Sensitive,Sensitive,A
Pnc_1184,South Africa,2011-04-27,Sensitive,Sensitive,A
Pnc_1185,South Africa,2004-01-25,Resistant,Sensitive,A
Pnc_1186,South Africa,2014-06-24,Sensitive,Sensitive,A
Pnc_1187,USA,2015-02-15,Sensitive,Resistant,B
Pnc_1188,USA,2005-03-10,Sensitive,Sensitive,A
Pnc_1189,USA,2008-06-07,Sensitive,Resistant,A
Pnc_1190,USA,2018-12-18,Sensitive,Resistant,B
Pnc_1191,South Africa,2001-03-20,Resistant,Sensitive,B
Pnc_1192,USA,2000-03-30,Sensitive,Sensitive,B
Pnc_1193,USA,2020-09-04,Sensitive,Resistant,B
Pnc_1194,USA,2013-08-25,Sensitive,Sensitive,B
Pnc_1195,USA,2007-10-07,Sensitive,Resistant,A
Pnc_1196,South Africa,2010-02-01,Resistant,Resistant,A
Pnc_1197,USA,2003-10-04,Sensitive,Resistant,B
Pnc_1198,South Africa,2002-09-20,Sensitive,Sensitive,B
Pnc_1199,USA,2009-09-03,Sensitive,Resistant,A
Pnc_1200,USA,2010-04-13,Resistant,Sensitive,B
Pnc_1201,USA,2010-08-21,Sensitive,Resistant,A
Pnc_1202,South Africa,2017-02-24,Resistant,Sensitive,B
Pnc_1203,South Africa,2009-11-07,Sensitive,Sensitive,B
Pnc_1204,South Africa,2011-05-19,Resistant,Sensitive,B
Pnc_1205,South Africa,2013-12-16,Sensitive,Sensitive,A
Pnc_1206,USA,2014-05-06,Sensitive,Sensitive,B
Pnc_1207,USA,2009-02-12,Sensitive,Sensitive,B
Pnc_1208,South Africa,2000-07-29,Resistant,Sensitive,A
Pnc_1209,USA,2012-04-10,Sensitive,Sensitive,A
Pnc_1210,South Africa,2016-08-24,Sensitive,Sensitive,A
Pnc_1211,South Africa,2006-09-27,Resistant,Sensitive,A
Pnc_1212,USA,2012-02-04,Sensitive,Sensitive,B
Pnc_1213,USA,2002-08-03,Sensitive,Sensitive,A
Pnc_1214,South Africa,2015-10-04,Sensitive,Sensitive,A
Pnc_1215,USA,2007-10-04,Sensitive,Sensitive,B
Pnc_1216,South Africa,2008-06-25,Resistant,Sensitive,B
Pnc_1217,South Africa,2017-03-02,Resistant,Sensitive,A
Pnc_1218,USA,2013-12-19,Sensitive,Resistant,A
Pnc_1219,South Africa,2016-08-29,Sensitive,Sensitive,A
Pnc_1220,USA,2001-04-27,Resistant,Resistant,A
Pnc_1221,USA,2016-06-08,Sensitive,Sensitive,B
Pnc_1222,South Africa,2013-06-03,Sensitive,Sensitive,B
Pnc_1223,USA,2018-03-07,Sensitive,Resistant,B
Pnc_1224,USA,2009-11-06,Sensitive,Resistant,B
Pnc_1225,South Africa,2009-12-30,Resistant,Sensitive,A
Pnc_1226,South Africa,2009-04-06,Resistant,Sensitive,A
Pnc_1227,USA,2003-08-21,Sensitive,Resistant,A
Pnc_1228,USA,2005-06-19,Sensitive,Resistant,A
Pnc_1229,South Africa,2001-01-17,Resistant,Sensitive,A
Pnc_1230,South Africa,2005-12-14,Sensitive,Sensitive,B
Pnc_1231,USA,2002-02-25,Sensitive,Sensitive,B
Pnc_1232,USA,2010-02-07,Sensitive,Resistant,B
Pnc_1233,USA,2014-11-26,Sensitive,Resistant,B
Pnc_1234,South Africa,2005-03-29,Resistant,Resistant,A
Pnc_1235,South Africa,2010-02-18,Sensitive,Sensitive,B
Pnc_1236,South Africa,2011-03-19,Sensitive,Sensitive,A
Pnc_1237,USA,2006-08-09,Sensitive,Resistant,B
Pnc_1238,USA,2002-02-01,Sensitive,Sensitive,A
Pnc_1239,USA,2018-07-12,Sensitive,Sensitive,B
Pnc_1240,South Africa,2009-01-18,Resistant,Sensitive,B
Pnc_1241,South Africa,2002-02-08,Resistant,Sensitive,B
Pnc_1242,South Africa,2010-12-16,Sensitive,Sensitive,B
Pnc_1243,South Africa,2005-06-09,Sensitive,Sensitive,B
Pnc_1244,South Africa,2003-09-19,Sensitive,Sensitive,B
Pnc_1245,USA,2013-03-18,Sensitive,Sensitive,B
Pnc_1246,USA,2004-06-03,Sensitive,Resistant,B
Pnc_1247,USA,2000-03-17,Sensitive,Resistant,A
Pnc_1248,South Africa,2013-02-02,Sensitive,Sensitive,A
Pnc_1249,USA,2006-03-26,Resistant,Resistant,A
Pnc_1250,USA,2004-12-12,Sensitive,Sensitive,A
Pnc_1251,South Africa,2009-11-19,Resistant,Sensitive,A
Pnc_1252,South Africa,2009-05-15,Sensitive,Sensitive,B
Pnc_1253,South Africa,2005-12-29,Sensitive,Sensitive,B
Pnc_1254,USA,2002-11-10,Sensitive,Sensitive,A
Pnc_1255,USA,2017-06-10,Sensitive,Sensitive,A
Pnc_1256,USA,2006-06-06,Sensitive,Sensitive,B
Pnc_1257,USA,2013-10-15,Resistant,Resistant,B
Pnc_1258,USA,2011-01-27,Sensitive,Sensitive,B
Pnc_1259,South Africa,2017-09-03,Sensitive,Sensitive,A
Pnc_1260,USA,2010-04-02,Sensitive,Sensitive,B
Pnc_1261,South Africa,2011-09-23,Sensitive,Sensitive,A
Pnc_1262,South Africa,2001-10-15,Resistant,Sensitive,B
Pnc_1263,USA,2010-08-14,Sensitive,Resistant,B
Pnc_1264,South Africa,2016-02-19,Sensitive,Sensitive,B
Pnc_1265,South Africa,2020-05-25,Sensitive,Sensitive,A
Pnc_1266,USA,2016-09-09,Sensitive,Resistant,B
Pnc_1267,South Africa,2000-11-22,Sensitive,Resistant,B
Pnc_1268,South Africa,2003-02-02,Resistant,Sensitive,B
Pnc_1269,South Africa,2014-08-26,Resistant,Sensitive,A
Pnc_1270,South Africa,2013-09-22,Sensitive,Sensitive,B
Pnc_1271,South Africa,2005-08-20,Sensitive,Sensitive,B
Pnc_1272,USA,2014-09-30,Sensitive,Sensitive,A
Pnc_1273,USA,2006-04-25,Sensitive,Resistant,B
Pnc_1274,USA,2014-05-10,Sensitive,Sensitive,B
Pnc_1275,South Africa,2015-05-28,Sensitive,Sensitive,B
Pnc_1276,USA,2001-05-28,Sensitive,Sensitive,B
Pnc_1277,South Africa,2001-03-11,Sensitive,Sensitive,A
Pnc_1278,USA,2019-04-18,Sensitive,Sensitive,B
Pnc_1279,South Africa,2005-02-10,Sensitive,Sensitive,A
Pnc_1280,South Africa,2016-04-05,Sensitive,Resistant,A
Pnc_1281,South Africa,2014-11-15,Sensitive,Sensitive,B
Pnc_1282,South Africa,2020-06-03,Sensitive,Sensitive,B
Pnc_1283,South Africa,2006-02-06,Resistant,Sensitive,A
Pnc_1284,USA,2007-04-10,Sensitive,Sensitive,B
Pnc_1285,South Africa,2011-02-15,Resistant,Sensitive,A
Pnc_1286,USA,2017-10-22,Resistant,Sensitive,B
Pnc_1287,South Africa,2009-09-19,Sensitive,Sensitive,A
Pnc_1288,South Africa,2009-09-24,Resistant,Sensitive,B
Pnc_1289,USA,2003-04-20,Sensitive,Resistant,A
Pnc_1290,South Africa,2013-05-12,Sensitive,Sensitive,A
Pnc_1291,South Africa,2008-02-21,Sensitive,Sensitive,B
Pnc_1292,South Africa,2001-08-26,Sensitive,Sensitive,B
Pnc_1293,USA,2007-08-07,Sensitive,Sensitive,B
Pnc_1294,USA,2015-06-17,Sensitive,Resistant,B
Pnc_1295,USA,2016-02-01,Sensitive,Sensitive,B
Pnc_1296,South Africa,2018-12-15,Sensitive,Sensitive,B
Pnc_1297,South Africa,2019-11-03,Resistant,Sensitive,B
Pnc_1298,South Africa,2001-11-20,Resistant,Sensitive,A
Pnc_1299,USA,2020-03-16,Sensitive,Resistant,B
Pnc_1300,South Africa,2017-07-09,Resistant,Sensitive,A
Pnc_1301,USA,2006-05-07,Resistant,Sensitive,B
Pnc_1302,USA,2011-05-01,Sensitive,Sensitive,B
Pnc_1303,South Africa,2003-11-03,Sensitive,Sensitive,B
Pnc_1304,USA,2012-09-29,Sensitive,Sensitive,B
Pnc_1305,USA,2011-10-20,Sensitive,Resistant,B
Pnc_1306,USA,2018-01-18,Sensitive,Sensitive,B
Pnc_1307,South Africa,2018-11-11,Resistant,Sensitive,B
Pnc_1308,USA,2009-09-13,Sensitive,Sensitive,A
Pnc_1309,USA,2000-11-18,Sensitive,Sensitive,B
Pnc_1310,USA,2009-11-05,Sensitive,Sensitive,A
Pnc_1311,South Africa,2006-09-08,Sensitive,Resistant,B
Pnc_1312,South Africa,2017-11-03,Sensitive,Sensitive,B
Pnc_1313,South Africa,2004-07-23,Sensitive,Sensitive,B
Pnc_1314,USA,2010-07-20,Sensitive,Resistant,B
Pnc_1315,South Africa,2000-04-16,Sensitive,Sensitive,B
Pnc_1316,South Africa,2006-01-15,Resistant,Sensitive,B
Pnc_1317,USA,2015-01-26,Sensitive,Sensitive,B
Pnc_1318,USA,2006-02-16,Sensitive,Sensitive,B
Pnc_1319,USA,2005-03-23,Sensitive,Sensitive,A
